,artist,title,label,rank,week_start,week_end,genre
1776,Die Orsons,Orsons Island,Universal Domestic Vertigo,17,30.08.2019,05.09.2019,HipHop
1777,RAF Camora,Anthrazit,Indipendenza,18,30.08.2019,05.09.2019,HipHop
1778,KC Rebell,Hasso,Rebell Army,19,30.08.2019,05.09.2019,HipHop
1779,Bushido,Carlo Cokxxx Nutten 3,Bushido,20,30.08.2019,05.09.2019,HipHop
1780,Azad,Der Bozz 2,Bozz Music,1,23.08.2019,29.08.2019,HipHop
1781,Ufo361,Wave,Stay High,2,23.08.2019,29.08.2019,HipHop
1782,Sero el Mero,BabyFaceFlow,Groove Attack TraX,3,23.08.2019,29.08.2019,HipHop
1783,Dardan,Sorry...,Hypnotize Entertainment,4,23.08.2019,29.08.2019,HipHop
1784,Shindy,Drama,Friends With Money,5,23.08.2019,29.08.2019,HipHop
1785,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,6,23.08.2019,29.08.2019,HipHop
1786,Juju (DE),Bling Bling,Jinx Music,7,23.08.2019,29.08.2019,HipHop
1787,Capital Bra,CB6,Universal Domestic Urban,8,23.08.2019,29.08.2019,HipHop
1788,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,9,23.08.2019,29.08.2019,HipHop
1789,LX & Maxwell,Obststand 2,Chapter One,10,23.08.2019,29.08.2019,HipHop
1790,Die Orsons,Orsons Island,Universal Domestic Vertigo,11,23.08.2019,29.08.2019,HipHop
1791,Young Thug,So Much Fun,300 Entertainment,12,23.08.2019,29.08.2019,HipHop
1792,Trettmann,#DIY,SoulForce Records,13,23.08.2019,29.08.2019,HipHop
1793,KC Rebell,Hasso,Rebell Army,14,23.08.2019,29.08.2019,HipHop
1794,Mero,Ya Hero Ya Mero,Groove Attack TraX,15,23.08.2019,29.08.2019,HipHop
1795,NF,The Search,Capitol,16,23.08.2019,29.08.2019,HipHop
1796,Capital Bra,Berlin Lebt,Team Kuku,17,23.08.2019,29.08.2019,HipHop
1797,Luciano,L.O.C.O.,Universal Domestic Urban,18,23.08.2019,29.08.2019,HipHop
1798,Azet & Zuna,Super Plus,KMN Gang,19,23.08.2019,29.08.2019,HipHop
1799,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,20,23.08.2019,29.08.2019,HipHop
1800,Ufo361,Wave,Stay High,1,16.08.2019,22.08.2019,HipHop
1801,Fabian Römer,L_BENSLAUF,Jive Germany,2,16.08.2019,22.08.2019,HipHop
1802,Shindy,Drama,Friends With Money,3,16.08.2019,22.08.2019,HipHop
1803,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,4,16.08.2019,22.08.2019,HipHop
1804,Juju (DE),Bling Bling,Jinx Music,5,16.08.2019,22.08.2019,HipHop
1805,Capital Bra,CB6,Universal Domestic Urban,6,16.08.2019,22.08.2019,HipHop
1806,LX & Maxwell,Obststand 2,Chapter One,7,16.08.2019,22.08.2019,HipHop
1807,Die Orsons,Orsons Island,Universal Domestic Vertigo,8,16.08.2019,22.08.2019,HipHop
1808,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,9,16.08.2019,22.08.2019,HipHop
1809,KC Rebell,Hasso,Rebell Army,10,16.08.2019,22.08.2019,HipHop
1810,NF,The Search,Capitol,11,16.08.2019,22.08.2019,HipHop
1811,Trippie Redd,!,Caroline Records,12,16.08.2019,22.08.2019,HipHop
1812,Mero,Ya Hero Ya Mero,Groove Attack TraX,13,16.08.2019,22.08.2019,HipHop
1813,Trettmann,#DIY,SoulForce Records,14,16.08.2019,22.08.2019,HipHop
1814,Capital Bra,Berlin Lebt,Team Kuku,15,16.08.2019,22.08.2019,HipHop
1815,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,16,16.08.2019,22.08.2019,HipHop
1816,Azet & Zuna,Super Plus,KMN Gang,17,16.08.2019,22.08.2019,HipHop
1817,Gzuz,Wolke 7,Universal Domestic Vertigo,18,16.08.2019,22.08.2019,HipHop
1818,Marteria & Casper,1982,Sony Music / Zwei Bernds tanken Super,19,16.08.2019,22.08.2019,HipHop
1819,Luciano,L.O.C.O.,Universal Domestic Urban,20,16.08.2019,22.08.2019,HipHop
1820,Die Orsons,Orsons Island,Universal Domestic Vertigo,1,09.08.2019,15.08.2019,HipHop
1821,Shindy,Drama,Friends With Money,2,09.08.2019,15.08.2019,HipHop
1822,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,3,09.08.2019,15.08.2019,HipHop
1823,Juju (DE),Bling Bling,Jinx Music,4,09.08.2019,15.08.2019,HipHop
1824,Capital Bra,CB6,Universal Domestic Urban,5,09.08.2019,15.08.2019,HipHop
1825,LX & Maxwell,Obststand 2,Chapter One,6,09.08.2019,15.08.2019,HipHop
1826,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,7,09.08.2019,15.08.2019,HipHop
1827,Drake,Care Package,Ovo,8,09.08.2019,15.08.2019,HipHop
1828,NF,The Search,Capitol,9,09.08.2019,15.08.2019,HipHop
1829,Trettmann,#DIY,SoulForce Records,10,09.08.2019,15.08.2019,HipHop
1830,KC Rebell,Hasso,Rebell Army,11,09.08.2019,15.08.2019,HipHop
1831,Mero,Ya Hero Ya Mero,Groove Attack TraX,12,09.08.2019,15.08.2019,HipHop
1832,Bausa,Fieber,Downbeat,13,09.08.2019,15.08.2019,HipHop
1833,Capital Bra,Berlin Lebt,Team Kuku,14,09.08.2019,15.08.2019,HipHop
1834,Azet & Zuna,Super Plus,KMN Gang,15,09.08.2019,15.08.2019,HipHop
1835,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,16,09.08.2019,15.08.2019,HipHop
1836,Luciano,L.O.C.O.,Universal Domestic Urban,17,09.08.2019,15.08.2019,HipHop
1837,Marteria & Casper,1982,Sony Music / Zwei Bernds tanken Super,18,09.08.2019,15.08.2019,HipHop
1838,Gzuz,Wolke 7,Universal Domestic Vertigo,19,09.08.2019,15.08.2019,HipHop
1839,Post Malone,Beerbongs & Bentleys,Republic Records,20,09.08.2019,15.08.2019,HipHop
1840,Shindy,Drama,Friends With Money,1,02.08.2019,08.08.2019,HipHop
1841,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,2,02.08.2019,08.08.2019,HipHop
1842,Juju (DE),Bling Bling,Jinx Music,3,02.08.2019,08.08.2019,HipHop
1843,Chakuza,Aurora MC,Igroove Ag,4,02.08.2019,08.08.2019,HipHop
1844,Capital Bra,CB6,Universal Domestic Urban,5,02.08.2019,08.08.2019,HipHop
1845,LX & Maxwell,Obststand 2,Chapter One,6,02.08.2019,08.08.2019,HipHop
1846,NF,The Search,Capitol,7,02.08.2019,08.08.2019,HipHop
1847,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,8,02.08.2019,08.08.2019,HipHop
1848,KC Rebell,Hasso,Rebell Army,9,02.08.2019,08.08.2019,HipHop
1849,Mero,Ya Hero Ya Mero,Groove Attack TraX,10,02.08.2019,08.08.2019,HipHop
1850,Freddie Gibbs & Madlib,Bandana,RCA International,11,02.08.2019,08.08.2019,HipHop
1851,Bausa,Fieber,Downbeat,12,02.08.2019,08.08.2019,HipHop
1852,Trettmann,#DIY,SoulForce Records,13,02.08.2019,08.08.2019,HipHop
1853,Azet & Zuna,Super Plus,KMN Gang,14,02.08.2019,08.08.2019,HipHop
1854,Capital Bra,Berlin Lebt,Team Kuku,15,02.08.2019,08.08.2019,HipHop
1855,Luciano,L.O.C.O.,Universal Domestic Urban,16,02.08.2019,08.08.2019,HipHop
1856,Milonair,G.T.A. (Gangster ticken anders),Chapter One,17,02.08.2019,08.08.2019,HipHop
1857,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,18,02.08.2019,08.08.2019,HipHop
1858,Kalim,Null auf Hundert,Universal Domestic Urban,19,02.08.2019,08.08.2019,HipHop
1859,Gzuz,Wolke 7,Universal Domestic Vertigo,20,02.08.2019,08.08.2019,HipHop
1860,Shindy,Drama,Friends With Money,1,26.07.2019,01.08.2019,HipHop
1861,Milonair,G.T.A. (Gangster ticken anders),Chapter One,2,26.07.2019,01.08.2019,HipHop
1862,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,3,26.07.2019,01.08.2019,HipHop
1863,Juju (DE),Bling Bling,Jinx Music,4,26.07.2019,01.08.2019,HipHop
1864,Capital Bra,CB6,Universal Domestic Urban,5,26.07.2019,01.08.2019,HipHop
1865,LX & Maxwell,Obststand 2,Chapter One,6,26.07.2019,01.08.2019,HipHop
1866,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,7,26.07.2019,01.08.2019,HipHop
1867,Beyoncé,The Lion King: The Gift,Parkwood Entertainment,8,26.07.2019,01.08.2019,HipHop
1868,KC Rebell,Hasso,Rebell Army,9,26.07.2019,01.08.2019,HipHop
1869,Sierra Kidd,TFS,TeamFuckSleep,10,26.07.2019,01.08.2019,HipHop
1870,Mero,Ya Hero Ya Mero,Groove Attack TraX,11,26.07.2019,01.08.2019,HipHop
1871,Bausa,Fieber,Downbeat,12,26.07.2019,01.08.2019,HipHop
1872,Kalim,Null auf Hundert,Universal Domestic Urban,13,26.07.2019,01.08.2019,HipHop
1873,Capital Bra,Berlin Lebt,Team Kuku,14,26.07.2019,01.08.2019,HipHop
1874,Azet & Zuna,Super Plus,KMN Gang,15,26.07.2019,01.08.2019,HipHop
1875,Luciano,L.O.C.O.,Universal Domestic Urban,16,26.07.2019,01.08.2019,HipHop
1876,Trettmann,#DIY,SoulForce Records,17,26.07.2019,01.08.2019,HipHop
1877,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,18,26.07.2019,01.08.2019,HipHop
1878,RAF Camora,Anthrazit,Indipendenza,19,26.07.2019,01.08.2019,HipHop
1879,Gzuz,Wolke 7,Universal Domestic Vertigo,20,26.07.2019,01.08.2019,HipHop
1880,Shindy,Drama,Friends With Money,1,19.07.2019,25.07.2019,HipHop
1881,Sierra Kidd,TFS,TeamFuckSleep,2,19.07.2019,25.07.2019,HipHop
1882,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,3,19.07.2019,25.07.2019,HipHop
1883,Juju (DE),Bling Bling,Jinx Music,4,19.07.2019,25.07.2019,HipHop
1884,LX & Maxwell,Obststand 2,Chapter One,5,19.07.2019,25.07.2019,HipHop
1885,Capital Bra,CB6,Universal Domestic Urban,6,19.07.2019,25.07.2019,HipHop
1886,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,7,19.07.2019,25.07.2019,HipHop
1887,Kalim,Null auf Hundert,Universal Domestic Urban,8,19.07.2019,25.07.2019,HipHop
1888,KC Rebell,Hasso,Rebell Army,9,19.07.2019,25.07.2019,HipHop
1889,Bausa,Fieber,Downbeat,10,19.07.2019,25.07.2019,HipHop
1890,Mero,Ya Hero Ya Mero,Groove Attack TraX,11,19.07.2019,25.07.2019,HipHop
1891,Capital Bra,Berlin Lebt,Team Kuku,12,19.07.2019,25.07.2019,HipHop
1892,Azet & Zuna,Super Plus,KMN Gang,13,19.07.2019,25.07.2019,HipHop
1893,18 Karat,Je M'Appelle Kriminell,Banger Musik,14,19.07.2019,25.07.2019,HipHop
1894,Luciano,L.O.C.O.,Universal Domestic Urban,15,19.07.2019,25.07.2019,HipHop
1895,Trettmann,#DIY,SoulForce Records,16,19.07.2019,25.07.2019,HipHop
1896,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,17,19.07.2019,25.07.2019,HipHop
1897,Post Malone,Beerbongs & Bentleys,Republic Records,18,19.07.2019,25.07.2019,HipHop
1898,XXXTentacion,?,Bad Vibes Forever,19,19.07.2019,25.07.2019,HipHop
1899,Gzuz,Wolke 7,Universal Domestic Vertigo,20,19.07.2019,25.07.2019,HipHop
1900,LX & Maxwell,Obststand 2,Chapter One,1,12.07.2019,18.07.2019,HipHop
1901,Jigzaw,Jiggi,Alpha Empire,2,12.07.2019,18.07.2019,HipHop
1902,Juju (DE),Bling Bling,Jinx Music,3,12.07.2019,18.07.2019,HipHop
1903,Kalim,Null auf Hundert,Universal Domestic Urban,4,12.07.2019,18.07.2019,HipHop
1904,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,5,12.07.2019,18.07.2019,HipHop
1905,Capital Bra,CB6,Universal Domestic Urban,6,12.07.2019,18.07.2019,HipHop
1906,Moe Phoenix,Emoetion,Life Is Pain,7,12.07.2019,18.07.2019,HipHop
1907,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,8,12.07.2019,18.07.2019,HipHop
1908,Bausa,Fieber,Downbeat,9,12.07.2019,18.07.2019,HipHop
1909,KC Rebell,Hasso,Rebell Army,10,12.07.2019,18.07.2019,HipHop
1910,Mero,Ya Hero Ya Mero,Groove Attack TraX,11,12.07.2019,18.07.2019,HipHop
1911,Machine Gun Kelly,Hotel Diablo,Interscope,12,12.07.2019,18.07.2019,HipHop
1912,18 Karat,Je M'Appelle Kriminell,Banger Musik,13,12.07.2019,18.07.2019,HipHop
1913,GReeeN,Smaragd,Irievibrations Records,14,12.07.2019,18.07.2019,HipHop
1914,Capital Bra,Berlin Lebt,Team Kuku,15,12.07.2019,18.07.2019,HipHop
1915,Azet & Zuna,Super Plus,KMN Gang,16,12.07.2019,18.07.2019,HipHop
1916,DCVDNS & Tamas,DCV 'N' Tam: Macs 'N' Gees,Rat-a-tat Records,17,12.07.2019,18.07.2019,HipHop
1917,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,18,12.07.2019,18.07.2019,HipHop
1918,Hanybal,Fleisch,Azzlackz,19,12.07.2019,18.07.2019,HipHop
1919,Luciano,L.O.C.O.,Universal Domestic Urban,20,12.07.2019,18.07.2019,HipHop
1920,LX & Maxwell,Obststand 2,Chapter One,1,05.07.2019,11.07.2019,HipHop
1921,GReeeN,Smaragd,Irievibrations Records,2,05.07.2019,11.07.2019,HipHop
1922,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,3,05.07.2019,11.07.2019,HipHop
1923,Juju (DE),Bling Bling,Jinx Music,4,05.07.2019,11.07.2019,HipHop
1924,Hanybal,Fleisch,Azzlackz,5,05.07.2019,11.07.2019,HipHop
1925,Capital Bra,CB6,Universal Domestic Urban,6,05.07.2019,11.07.2019,HipHop
1926,Bausa,Fieber,Downbeat,7,05.07.2019,11.07.2019,HipHop
1927,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,8,05.07.2019,11.07.2019,HipHop
1928,KC Rebell,Hasso,Rebell Army,9,05.07.2019,11.07.2019,HipHop
1929,18 Karat,Je M'Appelle Kriminell,Banger Musik,10,05.07.2019,11.07.2019,HipHop
1930,Mero,Ya Hero Ya Mero,Groove Attack TraX,11,05.07.2019,11.07.2019,HipHop
1931,Azet & Zuna,Super Plus,KMN Gang,12,05.07.2019,11.07.2019,HipHop
1932,Capital Bra,Berlin Lebt,Team Kuku,13,05.07.2019,11.07.2019,HipHop
1933,Luciano,L.O.C.O.,Universal Domestic Urban,14,05.07.2019,11.07.2019,HipHop
1934,Gzuz,Wolke 7,Universal Domestic Vertigo,15,05.07.2019,11.07.2019,HipHop
1935,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,16,05.07.2019,11.07.2019,HipHop
1936,Trettmann,#DIY,SoulForce Records,17,05.07.2019,11.07.2019,HipHop
1937,LX & Maxwell,Leak EP (Teil 1),187 Strassenbande,18,05.07.2019,11.07.2019,HipHop
1938,RAF Camora,Anthrazit,Indipendenza,19,05.07.2019,11.07.2019,HipHop
1939,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,20,05.07.2019,11.07.2019,HipHop
1940,Bausa,Fieber,Downbeat,1,28.06.2019,04.07.2019,HipHop
1941,Juju (DE),Bling Bling,Jinx Music,2,28.06.2019,04.07.2019,HipHop
1942,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,3,28.06.2019,04.07.2019,HipHop
1943,Capital Bra,CB6,Universal Domestic Urban,4,28.06.2019,04.07.2019,HipHop
1944,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,5,28.06.2019,04.07.2019,HipHop
1945,KC Rebell,Hasso,Rebell Army,6,28.06.2019,04.07.2019,HipHop
1946,Mero,Ya Hero Ya Mero,Groove Attack TraX,7,28.06.2019,04.07.2019,HipHop
1947,18 Karat,Je M'Appelle Kriminell,Banger Musik,8,28.06.2019,04.07.2019,HipHop
1948,Capital Bra,Berlin Lebt,Team Kuku,9,28.06.2019,04.07.2019,HipHop
1949,Azet & Zuna,Super Plus,KMN Gang,10,28.06.2019,04.07.2019,HipHop
1950,Fatoni,Andorra,Universal Domestic Urban,11,28.06.2019,04.07.2019,HipHop
1951,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,12,28.06.2019,04.07.2019,HipHop
1952,Luciano,L.O.C.O.,Universal Domestic Urban,13,28.06.2019,04.07.2019,HipHop
1953,Trettmann,#DIY,SoulForce Records,14,28.06.2019,04.07.2019,HipHop
1954,Gzuz,Wolke 7,Universal Domestic Vertigo,15,28.06.2019,04.07.2019,HipHop
1955,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,16,28.06.2019,04.07.2019,HipHop
1956,FiNCH ASOZiAL,Dorfdisko,Walk This Way Records,17,28.06.2019,04.07.2019,HipHop
1957,Post Malone,Beerbongs & Bentleys,Republic Records,18,28.06.2019,04.07.2019,HipHop
1958,XXXTentacion,?,Bad Vibes Forever,19,28.06.2019,04.07.2019,HipHop
1959,RAF Camora,Anthrazit,Indipendenza,20,28.06.2019,04.07.2019,HipHop
1960,Juju (DE),Bling Bling,Jinx Music,1,21.06.2019,27.06.2019,HipHop
1961,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,2,21.06.2019,27.06.2019,HipHop
1962,Capital Bra,CB6,Universal Domestic Urban,3,21.06.2019,27.06.2019,HipHop
1963,PTK,Kein Mensch ist digital,Bombenprodukt,4,21.06.2019,27.06.2019,HipHop
1964,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,5,21.06.2019,27.06.2019,HipHop
1965,18 Karat,Je M'Appelle Kriminell,Banger Musik,6,21.06.2019,27.06.2019,HipHop
1966,KC Rebell,Hasso,Rebell Army,7,21.06.2019,27.06.2019,HipHop
1967,Fatoni,Andorra,Universal Domestic Urban,8,21.06.2019,27.06.2019,HipHop
1968,Mero,Ya Hero Ya Mero,Groove Attack TraX,9,21.06.2019,27.06.2019,HipHop
1969,Azet & Zuna,Super Plus,KMN Gang,10,21.06.2019,27.06.2019,HipHop
1970,Kate Tempest,The Book Of Traps And Lessons,Caroline Records,11,21.06.2019,27.06.2019,HipHop
1971,Capital Bra,Berlin Lebt,Team Kuku,12,21.06.2019,27.06.2019,HipHop
1972,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,13,21.06.2019,27.06.2019,HipHop
1973,Luciano,L.O.C.O.,Universal Domestic Urban,14,21.06.2019,27.06.2019,HipHop
1974,Gzuz,Wolke 7,Universal Domestic Vertigo,15,21.06.2019,27.06.2019,HipHop
1975,Eno,Fuchs,Alles Oder Nix Records,16,21.06.2019,27.06.2019,HipHop
1976,Sami,Nafrica,SeitenaufNull,17,21.06.2019,27.06.2019,HipHop
1977,Trettmann,#DIY,SoulForce Records,18,21.06.2019,27.06.2019,HipHop
1978,FloFilz,Transit,Melting Pot Music,19,21.06.2019,27.06.2019,HipHop
1979,Post Malone,Beerbongs & Bentleys,Republic Records,20,21.06.2019,27.06.2019,HipHop
1980,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,1,14.06.2019,20.06.2019,HipHop
1981,Fatoni,Andorra,Universal Domestic Urban,2,14.06.2019,20.06.2019,HipHop
1982,Capital Bra,CB6,Universal Domestic Urban,3,14.06.2019,20.06.2019,HipHop
1983,18 Karat,Je M'Appelle Kriminell,Banger Musik,4,14.06.2019,20.06.2019,HipHop
1984,Metrickz,Mufasa,Death Of Major,5,14.06.2019,20.06.2019,HipHop
1985,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,6,14.06.2019,20.06.2019,HipHop
1986,Mero,Ya Hero Ya Mero,Groove Attack TraX,7,14.06.2019,20.06.2019,HipHop
1987,KC Rebell,Hasso,Rebell Army,8,14.06.2019,20.06.2019,HipHop
1988,Azet & Zuna,Super Plus,KMN Gang,9,14.06.2019,20.06.2019,HipHop
1989,Eno,Fuchs,Alles Oder Nix Records,10,14.06.2019,20.06.2019,HipHop
1990,Capital Bra,Berlin Lebt,Team Kuku,11,14.06.2019,20.06.2019,HipHop
1991,Luciano,L.O.C.O.,Universal Domestic Urban,12,14.06.2019,20.06.2019,HipHop
1992,Gzuz,Wolke 7,Universal Domestic Vertigo,13,14.06.2019,20.06.2019,HipHop
1993,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,14,14.06.2019,20.06.2019,HipHop
1994,RAF Camora,Anthrazit,Indipendenza,15,14.06.2019,20.06.2019,HipHop
1995,Trettmann,#DIY,SoulForce Records,16,14.06.2019,20.06.2019,HipHop
1996,Kontra K,Erde & Knochen,BMG,17,14.06.2019,20.06.2019,HipHop
1997,Post Malone,Beerbongs & Bentleys,Republic Records,18,14.06.2019,20.06.2019,HipHop
1998,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,19,14.06.2019,20.06.2019,HipHop
1999,XXXTentacion,?,Bad Vibes Forever,20,14.06.2019,20.06.2019,HipHop
2000,18 Karat,Je M'Appelle Kriminell,Banger Musik,1,07.06.2019,13.06.2019,HipHop
2001,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,2,07.06.2019,13.06.2019,HipHop
2002,Capital Bra,CB6,Universal Domestic Urban,3,07.06.2019,13.06.2019,HipHop
2003,Chakuza,Aurora,Igroove Ag,4,07.06.2019,13.06.2019,HipHop
2004,KC Rebell,Hasso,Rebell Army,5,07.06.2019,13.06.2019,HipHop
2005,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,6,07.06.2019,13.06.2019,HipHop
2006,Mero,Ya Hero Ya Mero,Groove Attack TraX,7,07.06.2019,13.06.2019,HipHop
2007,Eno,Fuchs,Alles Oder Nix Records,8,07.06.2019,13.06.2019,HipHop
2008,Skepta,Ignorance Is Bliss,Boy Better Know,9,07.06.2019,13.06.2019,HipHop
2009,Azet & Zuna,Super Plus,KMN Gang,10,07.06.2019,13.06.2019,HipHop
2010,Capital Bra,Berlin Lebt,Team Kuku,11,07.06.2019,13.06.2019,HipHop
2011,Luciano,L.O.C.O.,Universal Domestic Urban,12,07.06.2019,13.06.2019,HipHop
2012,Fettes Brot,Lovestory,Fettes Brot,13,07.06.2019,13.06.2019,HipHop
2013,zero/zero,In Schönheit sterben,Who's Your Daddy,14,07.06.2019,13.06.2019,HipHop
2014,DJ Khaled,Father Of Asahd,Epic,15,07.06.2019,13.06.2019,HipHop
2015,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,16,07.06.2019,13.06.2019,HipHop
2016,Post Malone,Beerbongs & Bentleys,Republic Records,17,07.06.2019,13.06.2019,HipHop
2017,Trettmann,#DIY,SoulForce Records,18,07.06.2019,13.06.2019,HipHop
2018,Kontra K,Erde & Knochen,BMG,19,07.06.2019,13.06.2019,HipHop
2019,Gzuz,Wolke 7,Universal Domestic Vertigo,20,07.06.2019,13.06.2019,HipHop
2020,Kontra K,Sie wollten Wasser doch kriegen Benzin,BMG,1,31.05.2019,06.06.2019,HipHop
2021,Capital Bra,CB6,Universal Domestic Urban,2,31.05.2019,06.06.2019,HipHop
2022,KC Rebell,Hasso,Rebell Army,3,31.05.2019,06.06.2019,HipHop
2023,Mero,Ya Hero Ya Mero,Groove Attack TraX,4,31.05.2019,06.06.2019,HipHop
2024,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,5,31.05.2019,06.06.2019,HipHop
2025,Eno,Fuchs,Alles Oder Nix Records,6,31.05.2019,06.06.2019,HipHop
2026,DJ Khaled,Father Of Asahd,Epic,7,31.05.2019,06.06.2019,HipHop
2027,Azet & Zuna,Super Plus,KMN Gang,8,31.05.2019,06.06.2019,HipHop
2028,Fettes Brot,Lovestory,Fettes Brot,9,31.05.2019,06.06.2019,HipHop
2029,"Tyler, The Creator",Igor,Columbia,10,31.05.2019,06.06.2019,HipHop
2030,Capital Bra,Berlin Lebt,Team Kuku,11,31.05.2019,06.06.2019,HipHop
2031,YG,4Real 4Real,Def Jam,12,31.05.2019,06.06.2019,HipHop
2032,Gzuz,Wolke 7,Universal Domestic Vertigo,13,31.05.2019,06.06.2019,HipHop
2033,Luciano,L.O.C.O.,Universal Domestic Urban,14,31.05.2019,06.06.2019,HipHop
2034,Kontra K,Erde & Knochen,BMG,15,31.05.2019,06.06.2019,HipHop
2035,Post Malone,Beerbongs & Bentleys,Republic Records,16,31.05.2019,06.06.2019,HipHop
2036,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,17,31.05.2019,06.06.2019,HipHop
2037,Jaill (DE),Gossen Eloquenz,Hamburg Crhyme Records,18,31.05.2019,06.06.2019,HipHop
2038,Trettmann,#DIY,SoulForce Records,19,31.05.2019,06.06.2019,HipHop
2039,RAF Camora,Anthrazit,Indipendenza,20,31.05.2019,06.06.2019,HipHop
2040,Capital Bra,CB6,Universal Domestic Urban,1,24.05.2019,30.05.2019,HipHop
2041,KC Rebell,Hasso,Rebell Army,2,24.05.2019,30.05.2019,HipHop
2042,DJ Khaled,Father Of Asahd,Epic,3,24.05.2019,30.05.2019,HipHop
2043,"Tyler, The Creator",Igor,Columbia,4,24.05.2019,30.05.2019,HipHop
2044,Eno,Fuchs,Alles Oder Nix Records,5,24.05.2019,30.05.2019,HipHop
2045,Mero,Ya Hero Ya Mero,Groove Attack TraX,6,24.05.2019,30.05.2019,HipHop
2046,Bonez MC & RAF Camora,Palmen aus Plastik 2,Universal Domestic Vertigo,7,24.05.2019,30.05.2019,HipHop
2047,Fettes Brot,Lovestory,Fettes Brot,8,24.05.2019,30.05.2019,HipHop
2048,Azet & Zuna,Super Plus,KMN Gang,9,24.05.2019,30.05.2019,HipHop
2049,Kontra K,Erde & Knochen,BMG,10,24.05.2019,30.05.2019,HipHop
2050,Capital Bra,Berlin Lebt,Team Kuku,11,24.05.2019,30.05.2019,HipHop
2051,Gzuz,Wolke 7,Universal Domestic Vertigo,12,24.05.2019,30.05.2019,HipHop
2052,Luciano,L.O.C.O.,Universal Domestic Urban,13,24.05.2019,30.05.2019,HipHop
2053,Post Malone,Beerbongs & Bentleys,Republic Records,14,24.05.2019,30.05.2019,HipHop
2054,Fler,Colucci,Maskulin,15,24.05.2019,30.05.2019,HipHop
2055,Trettmann,#DIY,SoulForce Records,16,24.05.2019,30.05.2019,HipHop
2056,Bonez MC & RAF Camora,Palmen aus Plastik,Auf!Keinen!Fall!,17,24.05.2019,30.05.2019,HipHop
2057,RAF Camora,Anthrazit,Indipendenza,18,24.05.2019,30.05.2019,HipHop
2058,187 Strassenbande,Sampler 4,Auf!Keinen!Fall!,19,24.05.2019,30.05.2019,HipHop
2059,XXXTentacion,?,Bad Vibes Forever,20,24.05.2019,30.05.2019,HipHop
2060,Capital Bra,CB6,Universal Domestic Urban,1,17.05.2019,23.05.2019,HipHop
2061,KC Rebell,Hasso,Rebell Army,2,17.05.2019,23.05.2019,HipHop
2062,Eno,Fuchs,Alles Oder Nix Records,3,17.05.2019,23.05.2019,HipHop
2063,Fettes Brot,Lovestory,Fettes Brot,4,17.05.2019,23.05.2019,HipHop
